Id,SalePrice
1623,269077.6123871834
1624,221144.78559047097
1625,114292.05283302562
1626,168545.1149234018
1627,196787.79657525572
1628,282993.8686457378
1629,169260.3657281018
1630,352468.1866465227
1631,215891.67884768822
1632,234871.67929699828
1633,168595.96294456543
1634,187123.13581972188
1635,173822.3449355196
1636,149559.62763426712
1637,201905.35900131363
1638,192324.44672682605
1639,193254.4339758198
1640,257983.95461737257
1641,186017.8302538648
1642,226614.10608930356
1643,219984.68990356656
1644,233601.352269258
1645,219163.68635630305
1646,161217.54559146232
1647,160123.42601080541
1648,123669.42409964443
1649,135920.8328237269
1650,112970.31874473904
1651,119770.14992420984
1652,102588.45420509324
1653,106143.26946655301
1654,141718.13136850783
1655,143111.23892140374
1656,140591.4449722357
1657,139959.4826618807
1658,141688.16188210656
1659,119994.27444396923
1660,146922.92889887307
1661,456633.2549348481
1662,393526.8739235322
1663,380938.1683054011
1664,494160.8129146646
1665,298868.7403634058
1666,351192.99315533385
1667,364377.58919307083
1668,341986.239414347
1669,299945.8979101845
1670,360584.984992334
1671,272377.0931803758
1672,441430.53080200375
1673,295204.3059795725
1674,243573.80238019952
1675,190090.51897962904
1676,193073.07953069618
1677,213125.10164839862
1678,474754.9458884017
1679,410671.97613770084
1680,332879.8230164957
1681,236286.39528158234
1682,322523.95052573195
1683,177714.0914472497
1684,173259.01708584055
1685,169457.40024897415
1686,171070.17122105387
1687,166836.51749057736
1688,188908.39836931313
1689,192066.11004691356
1690,195607.7644898019
1691,183642.9746913041
1692,260477.54503006174
1693,163162.69023394212
1694,184273.9949940186
1695,160535.40949819624
1696,264389.54572259635
1697,169646.69009820346
1698,335606.22632991784
1699,302690.09150065685
1700,240510.94035685612
1701,259942.09683760378
1702,246538.2477520867
1703,250427.23670969435
1704,291458.01257581153
1705,243523.35902110976
1706,434232.02280193684
1707,214463.2280126459
1708,201012.81437471608
1709,270112.00960276154
1710,224684.4357289829
1711,268054.21682638256
1712,269755.1927297504
1713,280593.066145857
1714,235783.80385668614
1715,202376.56501498568
1716,180668.52424220098
1717,170204.35185391273
1718,128280.90273776029
1719,199203.6438663369
1720,241116.1199429913
1721,160154.6093909009
1722,119371.36725682388
1723,158277.59791620416
1724,202195.67286991072
1725,230882.8911947433
1726,182751.8178693051
1727,146587.44177376037
1728,176482.43438773247
1729,159812.61305001526
1730,151237.97435644252
1731,126536.36188142323
1732,136704.5431340231
1733,112574.82580137624
1734,122031.93275618904
1735,131397.9368091426
1736,113830.47587082307
1737,282236.85384777124
1738,232023.7537397944
1739,279095.80613898963
1740,220172.74629901315
1741,191643.66877424737
1742,166546.3067523892
1743,172907.3510951302
1744,291632.40003242856
1745,202412.0337271687
1746,185564.92093675153
1747,222862.87841446212
1748,249348.6962793087
1749,140789.63795536518
1750,128592.19628909104
1751,260646.52183318496
1752,116354.08529082629
1753,145271.99417991875
1754,198281.58222314683
1755,165815.81041812946
1756,149762.5825701665
1757,120765.9757786575
1758,145754.45020967728
1759,162454.70428573602
1760,158230.78356373712
1761,147847.46203945045
1762,189369.79785404284
1763,186164.06641827954
1764,112785.3306737816
1765,170757.85444569227
1766,201486.0723738965
1767,234086.09221558328
1768,136625.50963168795
1769,176958.09924131434
1770,153605.50938928424
1771,113645.32793662655
1772,133684.247790993
1773,130967.91284473026
1774,147542.56479086593
1775,143285.95317756827
1776,128164.28397157603
1777,110595.02956640018
1778,138393.3229830875
1779,112278.5470071961
1780,173521.89066174088
1781,126394.78651113073
1782,88287.41684967882
1783,142521.7826942934
1784,109964.42217883655
1785,119027.9154164458
1786,193736.24515406217
1787,173777.74038980922
1788,64968.11270238895
1789,100529.29915041839
1790,78807.70756880814
1791,186792.8252766253
1792,159738.24478037667
1793,128729.55388702193
1794,151390.34611937578
1795,129715.39644145127
1796,126421.22706383503
1797,117564.5076050551
1798,116620.15038768128
1799,114592.80879268158
1800,119614.86494863762
1801,122745.18566305318
1802,132510.9357112654
1803,147122.15746749646
1804,136529.23320678345
1805,138609.90889999302
1806,123034.52987482042
1807,134972.29999911223
1808,114379.14993586746
1809,114450.37309752581
1810,142544.83737283817
1811,92319.91413263808
1812,94591.84349470767
1813,117860.5817675655
1814,90579.82512449569
1815,62593.126423865455
1816,99355.75670903521
1817,105826.45838211372
1818,154653.03972597612
1819,125771.82700967479
1820,70130.11524593807
1821,118819.464417688
1822,155502.4622836008
1823,58859.918346724
1824,132788.31030514627
1825,138692.05367263185
1826,104104.53906957385
1827,95905.31680833196
1828,129551.84372661813
1829,130582.40928796826
1830,149198.15523031118
1831,142652.58220810143
1832,88710.35421419308
1833,140370.81128250327
1834,121624.41111850095
1835,123080.87043948517
1836,126385.39310970667
1837,88520.40168990701
1838,132202.92121033627
1839,112317.04100338473
1840,157223.56035734413
1841,138722.95017823324
1842,93484.61571293617
1843,134197.73990550722
1844,135592.8978127767
1845,135160.01855376933
1846,149317.72393295253
1847,164522.9699120633
1848,59567.312283392326
1849,108919.10667473255
1850,114695.50875117429
1851,157072.652937677
1852,123094.7377524357
1853,126538.13565847272
1854,167439.55647576117
1855,141766.09813913796
1856,226072.12723383497
1857,142759.68113365636
1858,128300.77675611315
1859,109958.41851217179
1860,143629.57791954646
1861,110387.40016052507
1862,269155.5256781501
1863,259909.53966302297
1864,259936.76985022798
1865,353255.0486334708
1866,340344.6431461152
1867,232595.64835848354
1868,305317.9464569851
1869,209655.824435531
1870,231504.86914738078
1871,263001.29369047267
1872,170913.02591784237
1873,242258.31384341486
1874,150974.2976820575
1875,204727.15591584746
1876,198955.46569108317
1877,219932.83065246543
1878,219357.58674319685
1879,125384.1982063143
1880,132644.83434363827
1881,262275.8665215957
1882,244911.99266594945
1883,179806.0751952189
1884,198645.92508843142
1885,253301.07314358107
1886,293434.4687329046
1887,219402.62005230263
1888,276704.1171648882
1889,167095.58322379872
1890,121050.73986662169
1891,133545.2150320371
1892,99810.128246805
1893,129535.7146506611
1894,128910.02826660701
1895,135073.0279680335
1896,127236.51436909933
1897,117520.34657367316
1898,119105.01476276644
1899,155431.4120033572
1900,155271.3939429711
1901,161848.80841361862
1902,145411.05474059255
1903,213503.69100640374
1904,142167.3196881159
1905,199101.13869931715
1906,147496.6794744487
1907,208375.24802444974
1908,111717.02342909396
1909,134406.78357809293
1910,124446.43877034087
1911,197240.1122844171
1912,314456.53193572396
1913,153988.8534951125
1914,76224.45319943408
1915,262238.7259665351
1916,65079.45347058135
1917,246175.46518597985
1918,138417.64701648537
1919,171663.86351819878
1920,159805.23562526994
1921,383239.34228608257
1922,314399.07570760977
1923,226717.04452192233
1924,238725.13815098762
1925,201021.90964403545
1926,380268.1893114726
1927,132623.44863157277
1928,159462.90034536683
1929,129086.35795332615
1930,125945.9583198483
1931,138425.94513180293
1932,133492.4123813436
1933,196103.82712611204
1934,185743.83351417966
1935,167448.0035151195
1936,196657.91699602405
1937,177243.16802783188
1938,168176.0566860431
1939,239708.93123621712
1940,183762.42362951534
1941,179100.91252851998
1942,177658.7249003062
1943,210659.95929421214
1944,352883.3453061621
1945,386787.0792948797
1946,145959.2143986516
1947,299399.9467421819
1948,195423.25929206779
1949,242714.57815221892
1950,186194.67328515748
1951,262448.38896903244
1952,204462.71023993602
1953,174599.39815631177
1954,184403.61017417724
1955,130486.1668007481
1956,324915.3111490765
1957,151791.13380033462
1958,296927.2328110856
1959,135662.14909060195
1960,105486.50394166801
1961,123143.26443502905
1962,100749.6216489949
1963,110300.8740784784
1964,104959.4339614408
1965,146113.45460616658
1966,139461.8397397419
1967,297117.6493025189
1968,427396.2277154802
1969,393023.7189546063
1970,426754.8646781573
1971,470842.38940729667
1972,366579.07315379236
1973,267177.92463002953
1974,322086.5267234256
1975,499972.79174962116
1976,283921.4656755178
1977,377291.45785020984
1978,369821.41878764256
1979,327091.7907368214
1980,199002.1877871394
1981,351595.2512080529
1982,220295.02099770933
1983,201796.02184896692
1984,161995.81686676518
1985,231517.7109938743
1986,212771.1013766069
1987,183927.26673565575
1988,174926.91641284115
1989,190986.6554565166
1990,206722.64617263334
1991,223319.9933996241
1992,220427.91353794522
1993,167009.78235617495
1994,238890.2050414031
1995,188780.99118695845
1996,259481.61227300792
1997,301873.75767056685
1998,329577.35138576
1999,264077.85616550565
2000,314640.49704699026
2001,264280.02276600944
2002,250403.8176990679
2003,260035.94107310442
2004,284558.46735921234
2005,238194.3811755396
2006,223404.8630296667
2007,254854.13879786027
2008,209459.20286314233
2009,190227.60368453278
2010,183318.02314877056
2011,133624.63014463775
2012,168324.2313870632
2013,170213.8027451234
2014,175884.44075710067
2015,182131.62427902484
2016,185225.85591027827
2017,187501.28942328403
2018,128824.6101637304
2019,135533.99527142473
2020,105874.84591478149
2021,99690.24837887072
2022,178921.76029523075
2023,145576.8069324073
2024,261428.70462147048
2025,369330.06067007413
2026,180114.97636477125
2027,156990.50563602705
2028,147861.75019503225
2029,165175.38801559422
2030,270685.2495351464
2031,232742.17080125725
2032,253707.84234369133
2033,258210.20383782955
2034,169744.2892422331
2035,225957.38514873656
2036,202244.90733161615
2037,207224.63072234142
2038,307644.70712980157
2039,218810.33625749458
2040,317311.7893846853
2041,295329.14198437316
2042,201036.3535874296
2043,184089.23615015496
2044,192468.19875725507
2045,223957.08252558066
2046,143880.01240150866
2047,141467.71111814838
2048,135821.39234913632
2049,140903.15573787384
2050,174951.4591334828
2051,103342.15144060356
2052,118066.16471628379
2053,147343.50558404415
2054,100399.57942873651
2055,148931.4540827533
2056,147482.38919428847
2057,110122.82650222548
2058,222324.7318704329
2059,130694.5687461793
2060,173931.92910410624
2061,177257.86988280775
2062,127136.55883360749
2063,114491.07347214306
2064,135636.46168148058
2065,117532.4305899692
2066,159852.1670991507
2067,122659.97224830133
2068,141872.60065577785
2069,83848.16071068455
2070,115409.0443263028
2071,96279.88183800632
2072,142229.90388033303
2073,131502.332178593
2074,174402.64296635715
2075,140282.08325573566
2076,119557.87584988841
2077,152373.24939444775
2078,114385.48590404815
2079,131161.22468172284
2080,119153.59388644209
2081,123576.6269728436
2082,121162.36028224754
2083,138968.20260309524
2084,108207.75294466097
2085,111346.30391871964
2086,111027.96524531592
2087,116733.74859843694
2088,90336.35596010785
2089,81127.34685797927
2090,125765.5097510127
2091,97648.5425993658
2092,117935.16553553488
2093,115782.01773272436
2094,99610.2094049391
2095,141930.5325545357
2096,84254.61527009023
2097,100737.06226527464
2098,145020.37798501214
2099,64618.5279208113
2100,78421.54673769616
2101,104680.76830282809
2102,135923.75139041682
2103,98493.23676463777
2104,142031.32247250716
2105,123491.97117769321
2106,64825.525666340174
2107,209469.51384956145
2108,109504.87077964343
2109,99221.47414902243
2110,123281.39117021473
2111,137650.12557379244
2112,133776.48960544562
2113,114084.45115960462
2114,124701.08466581054
2115,155571.4236642481
2116,110527.12563981274
2117,139181.12002970112
2118,116645.98646523888
2119,118574.2607811464
2120,119199.87491770815
2121,103782.17550382522
2122,122829.38785570442
2123,80776.49616339692
2124,156132.51201277692
2125,135954.95961643255
2126,146744.3173502945
2127,163021.21831998322
2128,132496.2857065833
2129,93065.79692269204
2130,133733.33833531514
2131,162087.31405597657
2132,108387.09091986273
2133,118789.05790644139
2134,125234.7818757903
2135,97239.25531748329
2136,75329.53772847916
2137,104983.70523880293
2138,130434.7832744468
2139,140864.31556310973
2140,137349.16805099734
2141,162964.3584662904
2142,124362.1898178027
2143,153620.30668257314
2144,124019.72175638188
2145,143233.63788268648
2146,176371.33142326167
2147,144022.23719126728
2148,138833.32047974653
2149,159836.18434607904
2150,235818.0701902603
2151,109723.5497094605
2152,165707.0314519241
2153,188993.95848037413
2154,103911.66572405372
2155,136688.59269465276
2156,250985.75859886417
2157,234130.71832210658
2158,229227.72787918794
2159,209522.15654708233
2160,180769.02878044426
2161,245341.1396010655
2162,405006.68302842416
2163,364633.1491702472
2164,252866.7277837134
2165,202858.7751747864
2166,159127.32379535894
2167,229027.05875909733
2168,194670.54913419913
2169,190461.7017633673
2170,193801.44380136076
2171,156221.2854651205
2172,130175.66211330028
2173,171350.03185417078
2174,227229.48451901678
2175,294933.13003770675
2176,317898.5950413421
2177,243999.63633879792
2178,208825.0399422227
2179,135718.00338673388
2180,220862.78455546053
2181,191247.6468887602
2182,231080.6921649244
2183,192673.44025374608
2184,117454.59160514454
2185,124585.00500138427
2186,145782.19400014752
2187,148260.59634175917
2188,150721.25039036447
2189,299169.8053796903
2190,80412.33611747032
2191,78106.18656103697
2192,88552.63973565267
2193,99331.83266065583
2194,104040.64671578376
2195,102986.5215256405
2196,100625.61113402045
2197,118756.90845453447
2198,166991.49910179205
2199,182096.1232484324
2200,145781.9940710741
2201,129926.67287995011
2202,205194.05869689755
2203,141035.31966861658
2204,171366.04183910857
2205,111000.5574426367
2206,138960.2596278212
2207,214169.45922637332
2208,263719.1116382146
2209,243537.86146866437
2210,121788.0085464957
2211,114219.41890476421
2212,116927.29350864628
2213,103059.72643801954
2214,127432.28438542804
2215,96361.86527611277
2216,143602.3712431495
2217,66603.98813347543
2218,92649.6103420529
2219,83474.42318701216
2220,85076.96632964633
2221,265222.78420241934
2222,247441.24063125395
2223,302288.5918426068
2224,209927.839810827
2225,114966.47863979421
2226,191818.56094431772
2227,200641.6553080494
2228,280887.3473769995
2229,250956.32930637072
2230,140862.36525385428
2231,202348.54812609352
2232,175284.41954435015
2233,173155.41883079507
2234,247292.71442796526
2235,224061.16004231377
2236,272028.34124090103
2237,337891.8374565834
2238,205667.7879300407
2239,106949.75901742367
2240,163772.89477933774
2241,154616.44087528202
2242,124943.14322524649
2243,129927.12389528265
2244,105400.67684508958
2245,106911.19161093232
2246,140463.26637606177
2247,117943.70259303202
2248,126823.39649584178
2249,118180.46004449343
2250,128135.12901538445
2251,122431.617371771
2252,186823.0147533801
2253,152375.20181470766
2254,168502.90754854734
2255,187526.50795338978
2256,170151.90833340687
2257,218116.11191282945
2258,159770.39932058795
2259,172919.1983377586
2260,152052.30159299498
2261,180892.50143097827
2262,204915.90244433
2263,357302.1399819985
2264,482850.37277913344
2265,180726.84646810507
2266,293156.96967975405
2267,363102.6282562538
2268,404594.9593557376
2269,155110.8940074515
2270,194026.44044825225
2271,222131.59470896798
2272,201356.4830576462
2273,161742.70414772563
2274,184251.0335601446
2275,164207.16272065337
2276,190977.6276606014
2277,186275.13076568735
2278,141099.27311336485
2279,121227.57110748389
2280,118493.7652734546
2281,165582.7269521939
2282,190642.74061439122
2283,110461.0779854764
2284,110887.85678456606
2285,143915.33965135983
2286,118104.79686285627
2287,383018.7371461871
2288,269694.4910500919
2289,390720.40401761606
2290,457733.8527499858
2291,325112.9086050775
2292,449438.1986040169
2293,506637.7130178975
2294,412763.9852291158
2295,472294.81883864116
2296,291072.3309492266
2297,328580.94016659755
2298,350743.2798864331
2299,371520.8595052946
2300,331159.7162203933
2301,286157.86849473964
2302,256212.45784051917
2303,241505.47044022524
2304,250902.29147941768
2305,194120.1745027706
2306,188284.9973499697
2307,192500.99513897035
2308,223771.2046869196
2309,282180.345485107
2310,212061.86704399937
2311,208602.42155943706
2312,168754.747593655
2313,167837.9928624414
2314,168892.59853359225
2315,174812.12302604783
2316,190055.84348873625
2317,190391.40204588108
2318,167613.94389839924
2319,173854.95682370837
2320,182843.04666362389
2321,244390.9868217098
2322,182258.15158451156
2323,193315.2389252165
2324,183894.39435341136
2325,218726.97248135335
2326,169169.23936149452
2327,200598.2175908493
2328,220114.43809358025
2329,193285.6406828093
2330,183017.8880606048
2331,366074.06972655404
2332,416426.3173635389
2333,319475.14749320527
2334,249633.53640827493
2335,275131.7904909339
2336,319438.8930378616
2337,200765.13935078878
2338,275138.4630305996
2339,227451.40839787322
2340,411622.5241658895
2341,228853.1403530097
2342,235554.39942452096
2343,229636.0419426262
2344,220861.9960553458
2345,236678.75225475949
2346,215346.82181769772
2347,199429.24419689024
2348,235629.18549122344
2349,169975.7713669569
2350,305596.4359044733
2351,251519.75935601097
2352,257414.58215360218
2353,249795.09752118576
2354,129973.08837853055
2355,133375.52527850916
2356,148316.32487719716
2357,187580.0616264112
2358,185812.77786982886
2359,124453.12890261137
2360,111611.64845603844
2361,147798.17485405935
2362,264692.9185406968
2363,136622.52124668955
2364,159015.73933110837
2365,230449.51734282958
2366,196358.82244943257
2367,228350.29480588654
2368,225262.77240568475
2369,220461.52063507773
2370,168219.04160368425
2371,160496.10506227886
2372,183010.5073164693
2373,273153.8093958495
2374,323013.7177836963
2375,243761.47357081485
2376,310158.7915200973
2377,348634.55547351914
2378,144611.18701341073
2379,219204.7357839517
2380,153020.25523510587
2381,180299.17914521208
2382,222584.69233914098
2383,210352.36406841435
2384,252572.2557236594
2385,164420.7099409508
2386,130247.09169217313
2387,129354.40274272613
2388,101207.07322681039
2389,118816.64121900653
2390,142453.8441525733
2391,143664.46397509074
2392,106685.73035716971
2393,164958.03045046804
2394,137857.34322113072
2395,218507.96578886054
2396,143028.3240923201
2397,222136.85430705143
2398,131609.9059334531
2399,68619.75157280097
2400,69994.68944308502
2401,119455.2150987285
2402,135793.37816155655
2403,137914.09484489425
2404,147837.54110942906
2405,162539.57619187344
2406,143526.88792833788
2407,124792.30532080244
2408,148713.99661847018
2409,116437.98663307929
2410,180126.9444511262
2411,110658.94911939374
2412,148953.09548688823
2413,127535.76011458617
2414,149206.12171365664
2415,126626.19001541684
2416,123928.23800462887
2417,139269.89317845242
2418,135188.1798548657
2419,124466.20607761358
2420,124783.37453041128
2421,170389.6914841972
2422,106024.90363025697
2423,105678.42981771546
2424,148984.64630290057
2425,228157.5101352022
2426,132958.19673321908
2427,126705.18894323386
2428,169175.91641706615
2429,112443.5084598217
2430,130120.10072064197
2431,109728.0500029071
2432,138529.6505974886
2433,141067.95682180484
2434,138203.25464425626
2435,147480.60154915025
2436,102542.80875488483
2437,104796.8166261822
2438,121384.39862851992
2439,99655.9999881556
2440,123071.78477907
2441,97988.92648590196
2442,96565.35066545487
2443,128170.38650613902
2444,127380.12544890004
2445,93804.79236330622
2446,147813.62171706403
2447,189001.1205482817
2448,136169.34804689916
2449,120165.6394896149
2450,145457.3518433657
2451,124606.11387640462
2452,205574.67447667284
2453,90211.10164429717
2454,114311.85884067201
2455,122089.39629854479
2456,129073.55211206726
2457,126201.39392543267
2458,132614.3459661669
2459,108604.46272173795
2460,138176.38039556058
2461,128194.40740842166
2462,126681.70679120935
2463,123083.32305490748
2464,182546.0525098301
2465,142640.70023137846
2466,116847.79326247753
2467,138575.76124975836
2468,88591.5402771232
2469,83192.74975063377
2470,200875.25185546375
2471,223275.46867184396
2472,160453.1849044741
2473,117106.19462203156
2474,74414.19187730453
2475,226843.1538803417
2476,112559.72198922407
2477,123936.2468310269
2478,146962.3073746799
2479,103920.28116287175
2480,155180.32394848723
2481,123629.3482181465
2482,125480.41763318135
2483,105486.11341682516
2484,121425.16501459669
2485,126849.52852525032
2486,144303.3763807428
2487,183487.84853598598
2488,169622.98800469743
2489,154307.17694156952
2490,143383.08491059594
2491,96811.99248029882
2492,194820.61137259676
2493,150940.49852226814
2494,147642.31402885058
2495,87684.78337060379
2496,261671.25958848392
2497,152740.84668314006
2498,107871.72714570173
2499,84189.40776444746
2500,125717.28567820994
2501,140898.48418331196
2502,142152.78878538238
2503,93520.01814888876
2504,217398.3069838741
2505,217828.07240263396
2506,262060.15057148068
2507,301067.7219688323
2508,263453.8456903989
2509,223530.75290961852
2510,224079.02300054202
2511,174340.51783972385
2512,203546.30328320133
2513,214055.95413924757
2514,248928.6435894536
2515,144448.39036998234
2516,177176.31204398623
2517,148168.701431573
2518,149236.18068750473
2519,233757.29156462982
2520,211420.47726011914
2521,185411.05711506438
2522,222081.63439803122
2523,121893.87234033155
2524,133929.4195998515
2525,139694.75338504845
2526,129999.72180415127
2527,116605.96039241964
2528,127516.68579451677
2529,130975.66546323632
2530,122775.99080419337
2531,256643.517744729
2532,228938.72756246882
2533,192714.71609882364
2534,243613.53012461585
2535,299102.1191744927
2536,229765.9459293476
2537,240078.73032890874
2538,179308.64772063107
2539,192323.24387214615
2540,184326.4548300077
2541,177055.47763329555
2542,156515.7418092053
2543,119258.77328056628
2544,118705.14632414676
2545,134632.32570049813
2546,123790.29773931496
2547,138467.96086695936
2548,144165.18585792894
2549,158956.96361956216
2550,213875.76222336196
2551,140345.8712949248
2552,133160.3984501347
2553,76301.91104960002
2554,93967.51274925662
2555,125359.03004514029
2556,100659.87435532467
2557,108423.66864051556
2558,161330.9072387532
2559,128073.59708796775
2560,145642.79963599064
2561,147337.95354462732
2562,137052.33460138697
2563,144349.0044149486
2564,197875.91913060533
2565,136716.87017827755
2566,146530.01953436673
2567,132538.63911048928
2568,212292.9621444339
2569,226868.38130901815
2570,121369.25039984236
2571,181873.545548653
2572,152313.33178166006
2573,221983.87925405317
2574,290481.4518623893
2575,134590.1146120135
2576,110090.12221370681
2577,150133.18249883538
2578,88122.89838568798
2579,68309.9742431643
2580,105317.2021702171
2581,132306.1670535687
2582,123512.37146528624
2583,258180.1499129891
2584,175402.8902908465
2585,194496.85070079422
2586,230648.86605227785
2587,210959.36312674158
2588,150449.82835666058
2589,151527.39298101692
2590,216734.80322979458
2591,236012.26684168223
2592,218925.72628575633
2593,251806.5534134598
2594,173578.2906907107
2595,191258.13627125364
2596,315446.3374239543
2597,182957.64324485898
2598,278723.88284447294
2599,349710.35006119875
2600,216434.81607728984
2601,155751.23601891895
2602,85967.56147587283
2603,97511.5137470546
2604,87654.19876865098
2605,82294.5895245404
2606,143642.11642072038
2607,212028.24565120594
2608,199500.17275412875
2609,178876.111192792
2610,109456.43894466278
2611,124648.0458534688
2612,155987.12146974518
2613,134028.36819504146
2614,119491.14378688978
2615,155288.98376350815
2616,154654.66468146574
2617,187419.09002525933
2618,215933.15296496535
2619,211236.787872939
2620,187534.48744483283
2621,168973.31314527674
2622,179433.14818215786
2623,241901.4431470812
2624,320187.5175526084
2625,295369.43078161945
2626,171707.39114186744
2627,156982.61839329088
2628,468258.33579268015
2629,508704.7352863707
2630,364858.8490348619
2631,492822.87579431926
2632,414641.5715825256
2633,307138.88845513976
2634,414678.64441366895
2635,159113.60975195648
2636,169745.35718835125
2637,177613.01355921698
2638,264056.7278920263
2639,175998.97951212077
2640,147385.48168126424
2641,104019.97395374524
2642,193647.99849102428
2643,103768.33076217941
2644,119706.94711436698
2645,114131.96893239807
2646,99653.0088416406
2647,107911.4723584879
2648,142185.97898894915
2649,152901.54278855308
2650,142517.10051633138
2651,141873.44377071748
2652,414987.34258229303
2653,249687.03373691064
2654,256112.1310773505
2655,407265.2902184061
2656,327485.06759123656
2657,358091.9515528379
2658,293505.75260191027
2659,302054.4989133464
2660,365536.49409082433
2661,373776.202883068
2662,382696.0746690123
2663,283339.1717257803
2664,267788.5990372727
2665,329295.2466001408
2666,285230.37621502083
2667,169945.50176096088
2668,175490.7595675514
2669,180984.02115725455
2670,284545.97011142684
2671,182475.10699573037
2672,193570.03621627035
2673,204533.8116611975
2674,199614.0304172827
2675,172682.50958571737
2676,190632.58011029955
2677,202219.29303201058
2678,251866.10864301113
2679,271399.3611346182
2680,278569.50832994276
2681,392772.4398630367
2682,328390.44163092726
2683,419182.5213358451
2684,307874.9623676092
2685,307200.9917017604
2686,240915.6921307217
2687,318265.03348175075
2688,214415.712894853
2689,209097.85844703318
2690,429305.0340832772
2691,180460.5562312649
2692,129693.44680282971
2693,198009.45123167092
2694,130769.0722081064
2695,186223.01405163345
2696,174683.5571961565
2697,182890.0038464107
2698,184338.67978588058
2699,172519.7386916617
2700,148753.58188680554
2701,153047.87191170835
2702,112903.2813676794
2703,125467.24972642647
2704,136873.89062293692
2705,114390.31241025424
2706,105595.165875497
2707,128593.18227673479
2708,127027.07088681003
2709,102796.0015825389
2710,124240.09102141224
2711,271178.6737122635
2712,376958.8155310021
2713,174108.51057709468
2714,149041.21126020473
2715,159590.73592602866
2716,142425.54860718196
2717,191290.1955943742
2718,225755.46850399164
2719,157610.14698745275
2720,184893.85334807518
2721,132360.31269221278
2722,156815.75252572336
2723,140518.29828615696
2724,127108.02436158249
2725,124449.4111601817
2726,148753.20380612247
2727,175797.70224401256
2728,183142.74448727592
2729,152519.1876792884
2730,144288.86393792558
2731,133970.7306115869
2732,127222.87999289301
2733,157553.98229298586
